編號,公告日期,品名,使用食品範圍及限量標準,使用限制
077,,"磷酸鐵 Ferric Phosphate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。 一般食品，在每日食用量或每300 g食品( 未標示每日食用量者)中，其鐵之總含量不得高於22.5 mg。 嬰兒(輔助)食品，在每日食用量或每300 g食品(未標示每日食用量者)中，其鐵之總含量不得高於15 mg。","限於補充食品 中不足之營養 素時使用。"
078,,"葡萄糖酸亞鐵 Ferrous gluconate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。 一般食品，在每日食用量或每300 g食品( 未標示每日食用量者)中，其鐵之總含量不得高於22.5 mg。 嬰兒(輔助)食品，在每日食用量或每300 g食品(未標示每日食用量者)中，其鐵之總含量不得高於15 mg。","限於補充食品 中不足之營養 素時使用。"
079,,"丁烯二酸亞鐵 Ferrous Fumarate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。 一般食品，在每日食用量或每300 g食品( 未標示每日食用量者)中，其鐵之總含量不得高於22.5 mg。 嬰兒(輔助)食品，在每日食用量或每300 g食品(未標示每日食用量者)中，其鐵之總含量不得高於15 mg。","限於補充食品 中不足之營養 素時使用。"
080,,"氧化鎂       Magnesium Oxide       ","1.本品可使用於一般食品中以補充不足之 營養素。在每日食用量中，其鎂之總含量 不得高於600mg ；未標示每日食用量者， 每300g食品中鎂之總含量不得高於600mg 。 2.本品可使用於嬰兒（輔助）食品中以補 充不足之營養素。在每日食用量中，其鎂 之總含量不得高於105mg ；未標示每日食 用量者，每300g 食品中鎂之總含量不得高於105mg 。","限於補充食品 中不足之營養 素時使用。"
081,,"磷酸鎂       Magnesium Phosphate，  Dibasic or Tribasic    ","1.本品可使用於一般食品中以補充不足之 營養素。在每日食用量中，其鎂之總含量 不得高於600mg ；未標示每日食用量者， 每300g食品中鎂之總含量不得高於600mg 。 2.本品可使用於嬰兒（輔助）食品中以補 充不足之營養素。在每日食用量中，其鎂 之總含量不得高於105mg ；未標示每日食 用量者，每300g食品中鎂之總含量不得高 於105mg 。","限於補充食品 中不足之營養 素時使用。"
082,,"L-肉酸       L-Carnitine ","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其L-Carnitine之總含量不得高於2 g。 本品可於特殊營養食品中視實際需要適量 使用。","限於補充食品 中不足之營養 素時使用。"
083,,"氯化錳 Manganese Chloride","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其錳之總含 量不得高於9 mg。 本品可使用於一般食品中以補充不足之營 養素。在每日食用量中，其錳之總含量不 得高於5.0 mg；未標示每日食用量者，每300 g食品中錳之總含量不得高於5.0 mg。 本品可使用於嬰兒(輔助)食品中以補充不 足之營養素。在每日食用量中，其錳之總 含量不得高於1.0 mg；未標示每日食用量 者，每300 g食品中錳之總含量不得高於1.0 mg。","限於補充食品 中不足之營養 素時使用。"
084,,"檸檬酸錳 Manganese Citrate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其錳之總含 量不得高於9 mg。 本品可使用於一般食品中以補充不足之營 養素。在每日食用量中，其錳之總含量不 得高於5.0 mg；未標示每日食用量者，每300 g食品中錳之總含量不得高於5.0 mg。 本品可使用於嬰兒(輔助)食品中以補充不 足之營養素。在每日食用量中，其錳之總 含量不得高於1.0 mg；未標示每日食用量 者，每300 g食品中錳之總含量不得高於1.0 mg。","限於補充食品 中不足之營養 素時使用。"
085,,"葡萄糖酸錳 Manganese Gluconate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其錳之總含 量不得高於9 mg。 本品可使用於一般食品中以補充不足之營 養素。在每日食用量中，其錳之總含量不 得高於5.0 mg；未標示每日食用量者，每300 g食品中錳之總含量不得高於5.0 mg。 本品可使用於嬰兒(輔助)食品中以補充不 足之營養素。在每日食用量中，其錳之總 含量不得高於1.0 mg；未標示每日食用量 者，每300 g食品中錳之總含量不得高於1.0 mg。","限於補充食品 中不足之營養 素時使用。"
086,,"甘油磷酸錳 Manganese Glycerophosphate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其錳之總含 量不得高於9 mg。 本品可使用於一般食品中以補充不足之營 養素。在每日食用量中，其錳之總含量不 得高於5.0 mg；未標示每日食用量者，每300 g食品中錳之總含量不得高於5.0 mg。 本品可使用於嬰兒(輔助)食品中以補充不 足之營養素。在每日食用量中，其錳之總 含量不得高於1.0 mg；未標示每日食用量 者，每300 g食品中錳之總含量不得高於1.0 mg。","限於補充食品 中不足之營養 素時使用。"
087,,"硫酸錳 Manganese Sulfate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其錳之總含 量不得高於9 mg。 本品可使用於一般食品中以補充不足之營 養素。在每日食用量中，其錳之總含量不 得高於5.0 mg；未標示每日食用量者，每300 g食品中錳之總含量不得高於5.0 mg。 本品可使用於嬰兒(輔助)食品中以補充不 足之營養素。在每日食用量中，其錳之總 含量不得高於1.0 mg；未標示每日食用量 者，每300 g食品中錳之總含量不得高於1.0 mg。","限於補充食品 中不足之營養 素時使用。"
088,,"氧化亞錳 Manganese Oxide","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其錳之總含 量不得高於9 mg。 本品可使用於一般食品中以補充不足之營 養素。在每日食用量中，其錳之總含量不 得高於5.0 mg；未標示每日食用量者，每300 g食品中錳之總含量不得高於5.0 mg。 本品可使用於嬰兒(輔助)食品中以補充不 足之營養素。在每日食用量中，其錳之總 含量不得高於1.0 mg；未標示每日食用量 者，每300 g食品中錳之總含量不得高於1.0 mg。","限於補充食品 中不足之營養 素時使用。"
089,,"牛磺酸       Taurine     ","本品可於各類食品中視實際需要適量使用 。      ","限於補充食品 中不足該營養 素時使用。"
090,,"L-精胺酸     L-Arginine  ","本品可於各類食品中視實際需要適量使用 。      ","限於補充食品 中不足之營養 素時使用。"
091,,"L-醋酸精胺酸 L-Arginine Acetate   ","本品可於特殊營養食品中視實際需要適量 使用。  ","限於補充食品 中不足之營養 素時使用。"
092,,"L-天冬胺酸   L-Aspartic Acid","本品可於各類食品中視實際需要適量使用 。      ","限於補充食品 中不足之營養 素時使用。"
093,,"DL-天門冬酸  DL-Aspartic Acid","本品可於特殊營養食品中視實際需要適量 使用。  ","限於補充食品 中不足之營養 素時使用。"
094,,"麩醯胺酸     L-Glutamine ","本品可於各類食品中視實際需要適量使用 。      ","限於補充食品 中不足之營養 素時使用。"
095,,"L-白胺酸     L-Leucine   ","本品可於各類食品中視實際需要適量使用 。      ","限於補充食品 中不足之營養 素時使用。"
096,,"DL-白胺酸    DL-Leucine  ","本品可於特殊營養食品中視實際需要適量 使用。  ","限於補充食品 中不足之營養 素時使用。"
097,,"L-脯胺酸     L-Proline   ","本品可於各類食品中視實際需要適量使用 。      ","限於補充食品 中不足之營養 素時使用。"
098,,"L-絲胺酸     L-Serine    ","本品可於各類食品中視實際需要適量使用 。      ","限於補充食品 中不足之營養 素時使用。"
099,,"DL-絲胺酸    DL-Serine   ","本品可於特殊營養食品中視實際需要適量 使用。  ","限於補充食品 中不足之營養 素時使用。"
100,,"L-酪胺酸     L-Tyrosine  ","本品可於各類食品中視實際需要適量使用 。      ","限於補充食品 中不足之營養 素時使用。"
101,,"L-胱胺酸     L-Cystine   ","本品可於特殊營養食品中視實際需要適量 使用。  ","限於補充食品 中不足之營養 素時使用。"
102,,"L-醋酸離胺酸 L-Lysine Acetate","本品可於特殊營養食品中視實際需要適量 使用。  ","限於補充食品 中不足之營養 素時使用。"
103,,"醋酸鋅 Zinc Acetate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鋅之總含 量不得高於30 mg。 本品可於特殊營養食品中視實際需要適量 使用","限於補充食品 中不足之營養 素時使用。"
104,,"檸檬酸銅 Cupric Citrate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其銅之總含 量不得高於8 mg。 本品可於特殊營養食品中視實際需要適量 使用。","限於補充食品 中不足之營養 素時使用。"
105,,"葡萄糖酸鎂 Magnesium Gluconate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鎂之總含 量不得高於600 mg。 本品可於特殊營養食品中視實際需要適量 使用。","限於補充食品 中不足之營養 素時使用。"
106,,"氫氧化鎂 Magnesium Hydroxide","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鎂之總含 量不得高於600 mg。 本品可於特殊營養食品中視實際需要適量 使用。","限於補充食品 中不足之營養 素時使用。"
107,,"醋酸鉻 Chromic Acetate Monohydrate","1. 本品可使用於標示有每日食用限量之食品 ，在每日食用量中，其鉻之總含量不得高 於200μg。 2. 本品可於特殊營養食品中視實際需要適量 使用。","限於補充食品 中不足之營養 素時使用。"
108,,"鉬酸鈉 (無水) Sodium Molybdate Anhydrous","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉬之總含 量不得高於350 μg。 本品可於特殊營養食品中視實際需要適量 使用。","限於補充食品 中不足之營養 素時使用。"
109,,"亞硒酸鈉 Sodium Selenite","1. 形態屬膠囊狀、錠狀且標示有每 日食用限量之食品，在每日食用量中，其 硒之總含量不得高於200 μg。 2. 本品可於特殊營養食品中視實際 需要適量使用。 3. 本品可用於標示有每日食用建議 量且適用一歲至三歲幼兒之奶粉 ，在每日食用量中，其硒之總含 量不得高於20μg。 4. 本品可用於標示有每日食用建議量且 適用三歲至七歲幼童之奶粉，在每日食用 量中，其硒之總含量不得高於45μg。","限於補充食品 中不足之營養 素時使用。"
110,,"脂肪酸磷酸鈉 Sodium Glycerophosphate       ","本品可於特殊營養食品中視實際需要適量 使用。  ","限於補充食品 中不足之營養 素時使用。"
111,,"乳酮糖       Lactulose   ","本品可於特殊營養食品中視實際需要適量 使用。  ","限於補充食品 中不足之營養 素時使用。"
112,,"乳鐵蛋白     Lactoferrin ","1.本品可使用於標示有每日食用限量之食 品，在每日食用量中，其乳鐵蛋白總量不 得高於100 mg。 2.本品可於特殊營養食品中視實際需要適 量使用。  ","限於補充食品 中不足之營養 素時使用。"
113,,"磷酸二氫鈣  Calcium Phosphate, Monobasic","1.一般食品，在每日食用量或每300g食品(未標示每日食用量者)中，其鈣之總含量不得高於1800mg。 2.嬰兒(輔助)食品，在每日食用量或每300g食品(未標示每日食用量者)中，其鈣之總含量不得高於750mg。",　
114,,"磷酸氫鈣     Calcium Phosphate, Dibasic","1.一般食品，在每日食用量或每300g食品(未標示每日食用量者)中，其鈣之總含量不得高於1800mg。 2.嬰兒(輔助)食品，在每日食用量或每300g食品(未標示每日食用量者)中，其鈣之總含量不得高於750mg。",　
115,,"磷酸氫鈣（無水） Calcium Phosphate, Dibasic (Anhydrous)","1.一般食品，在每日食用量或每300g食品(未標示每日食用量者)中，其鈣之總含量不得高於1800mg。 2.嬰兒(輔助)食品，在每日食用量或每300g食品(未標示每日食用量者)中，其鈣之總含量不得高於750mg。",　
116,,"磷酸鈣       Calcium Phosphate, Tribasic","1.一般食品，在每日食用量或每300g食品(未標示每日食用量者)中，其鈣之總含量不得高於1800mg。 2.嬰兒(輔助)食品，在每日食用量或每300g食品(未標示每日食用量者)中，其鈣之總含量不得高於750mg。",　
117,,"乳酸鐵 Iron Lactate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。 一般食品，在每日食用量或每300 g食品( 未標示每日食用量者)中，其鐵之總含量不得高於22.5 mg。 嬰兒(輔助)食品，在每日食用量或每300 g食品(未標示每日食用量者)中，其鐵之總含量不得高於15 mg。",　
118,,"乳酸鈣       Calcium Lactate     ","1.一般食品，在每日食用量或每300g食品(未標示每日食用量者)中，其鈣之總含量不得高於1800mg。 2.嬰兒(輔助)食品，在每日食用量或每300g食品(未標示每日食用量者)中，其鈣之總含量不得高於750mg。",　
119,,"硒酸鈉 Sodium Selenate","本品可於各類食品中視實際需要適量使用 。","限於補充食品 中不足之營養 素時使用。"
120,,"L-丙胺酸     L-Alanine   ",本品可於各類食品中視實際需要量使用。        ,"限於補充食品 中不足之營養 素時使用。"
121,,"L-天冬醯胺酸 L-Asparagine",本品可於各類食品中視實際需要量使用。        ,"限於補充食品 中不足之營養 素時使用。"
122,,"L-組胺酸     L-Histidine ",本品可於各類食品中視實際需要量使用。        ,"限於補充食品 中不足之營養 素時使用。"
123,,"葡萄糖酸乳酸鈣 Calcium Gluconolactate","1.一般食品，在每日食用量或每300g食品(未標示每日食用量者)中，其鈣之總含量不得高於1800mg。 2.嬰兒(輔助)食品，在每日食用量或每300g食品(未標示每日食用量者)中，其鈣之總含量不得高於750mg。","限於補充食品 中不足之營養 素時使用。"
124,,"5-胞核單磷酸鹽 Cytidine-5-Monophosphate","1.本品可於特殊營養食品中視實際需要適 量使用。 2.本品可使用於適用三歲以下幼兒之奶粉 ；用量為2.50mg/100大卡奶粉以下。","限於補充食品 中不足之營養 素時使用。"
125,,"5-尿核單磷酸鹽 Uridine-5-Monophosphate","1.本品可於特殊營養食品中視實際需要適 量使用。 2.本品可使用於適用三歲以下幼兒之奶粉 ；用量為1.75mg/100大卡奶粉以下。","限於補充食品 中不足之營養 素時使用。"
126,,"5-腺核單磷酸鹽 Adenosine-5-Monophosphate","1.本品可於特殊營養食品中視實際需要適 量使用。 2.本品可使用於適用三歲以下幼兒之奶粉 ；用量為1.50mg/100大卡奶粉以下。","限於補充食品 中不足之營養 素時使用。"
127,,"5-次黃嘌呤核單磷酸鹽 Inosine-5-Monophosphate","1.本品可於特殊營養食品中視實際需要適 量使用。 2.本品可使用於適用三歲以下幼兒之奶粉 ；用量為1.00mg/100大卡奶粉以下。","限於補充食品 中不足之營養 素時使用。"
128,,"5-鳥嘌呤核單磷酸鹽 Guanosine-5-Monophosphate","1.本品可於特殊營養食品中視實際需要適 量使用。 2.本品可使用於適用三歲以下幼兒之奶粉 ；用量為0.50mg/100大卡奶粉以下。","限於補充食品 中不足之營養 素時使用。"
129,,"硫酸鉻 Chromic Sulfate","1. 本品可使用於標示有每日食用限量之食品 ，在每日食用量中，其鉻之總含量不得高 於200μg。 2. 本品可於特殊營養食品中視實際需要適量 使用。","限於補充食品 中不足之營養 素時使用。"
130,,"三氯化鉻 Chromium Chloride","1. 本品可使用於標示有每日食用限量之食品 ，在每日食用量中，其鉻之總含量不得高 於200μg。 2. 本品可於特殊營養食品中視實際需要適量 使用。","限於補充食品 中不足之營養 素時使用。"
131,,"啶甲酸鉻 Chromium Picolinate","1. 本品可使用於標示有每日食用限量之食品 ，在每日食用量中，其鉻之總含量不得高 於200μg。 2. 本品可於特殊營養食品中視實際需要適量 使用。","限於補充食品 中不足之營養 素時使用。"
132,,"合成玉米黃素 Synthetic Zeaxanthin","型態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其zeaxanthin之總含量不得高於10mg。","限於補充食品 中不足之營養 素時使用。"
133,,"葉黃素 lutein","1.型態屬膠囊狀、錠狀且標示有每日食用 限量之食品，在每日食用量中，其lutein 之總含量不得高於30 mg。 2.其他一般食品，在每日食用量或每300 g食品（未標示每日食用量者）中，其lutein 之總含量不得高於9 mg。","限於補充食品 中不足之營養 素時使用。"
134,,"菸鹼酸鉻 （ Niacin bound Chromium）","1.本品可使用於標示有每日食用限量之食 品，在每日食用量中，其鉻之總含量不得 高於200μg。 2.本品可於特殊營養食品中視實際需要適 量使用。","限於補充食品 中不足之營養 素時使用。"
135,,"甘胺酸亞鐵 Ferrous Bisglycinate Chelate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鐵之總含 量不得高於45 mg。 一般食品，在每日食用量或每300 g食品( 未標示每日食用量者)中，其鐵之總含量不得高於22.5 mg。","限於補充食品 中不足之營養 素時使用。"
136,,"2,3,4-三羥基丁酸鈣 Calcium L-Threonate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鈣之總含 量不得高於1800 mg。","限於補充食品 中不足之營養 素時使用。"
137,,"檸檬酸鈣（Calcium Citrate）","1.一般食品，在每日食用量或每300g食品 （未標示每日食用量者中），其鈣之總含 量不得高於1800mg。 2.嬰兒（輔助）食品，在每日食用量或每300g食品（未標示每日食用量者）中，其鈣之總含量不得高於750mg。","限於補充食品 中不足之營養 素時使用。"
138,,"檸檬酸鋅三水化合物（Zinc Citrate Thihydrate）","型態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鋅之總含 量不得高於22.5mg。","限於補充食品 中不足之營養 素時使用。"
139,,"合成番茄紅素（Synthetic Lycopene）","型態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其lycopene 之總含量不得高於20 mg。","限於補充食品 中不足之營養 素時使用。"
140,,"葡萄糖酸鈣 （Calcium Gluconate）","１、一般食品，在每日食用量或每300g食 品（未標示每日食用量者）中，其鈣之總 含量不得高於1800mg。 ２、嬰兒（輔助）食品，在每日食用量或 每300g食品（未標示每日食用量者）中， 其鈣之總含量不得高於750mg。","限於補充食品 中不足之營養 素時使用。"
141,,"3–羥基–3–甲基丁酸鈣 （Calcium 3– Hydroxy– 3– Methyl Butyrate Monohydrate）","本品可於特殊營養食品中視實際需要適量 使用。","不適宜孕婦及 未滿18歲者食 用。"
142,,"金雀異黃酮 （Synthetic Genistein）","型態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其genistein之總含量不得高於30 mg。","1.限於補充食 品 中不足之營養 素時使用。 2.產品須加標 「 孩童、嬰幼兒 、孕婦及哺乳 婦女不宜食用 」之警語。"
143,,"β-胡蘿蔔素 β-Carotene","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其β-胡蘿蔔 素換算為維生素A之總含量不得高於10000 I.U. (3000 μg R.E.) 。","限於補充食品 中不足之營養 素時使用。"
144,,"乙酸麥角鈣化醇酯 Ergocalciferol Acetate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素D之總含量不得高於800 I.U. (20 μg)。","限於補充食品 中不足之營養 素時使用。"
145,,"琥珀酸dl-α-生育醇酯 dl-α-Tocopherol Succinate (dl-α-Tocopheryl acid succinate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素E之總含量不得高於400 I.U. (268 mg d-α-tocopherol)。","限於補充食品 中不足之營養 素時使用。"
146,,"dl-α-生育醇琥珀酸鈣 dl-α-Tocopherol Calcium Succinate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素E之總含量不得高於400 I.U. (268 mg d-α-tocopherol)。","限於補充食品 中不足之營養 素時使用。"
147,,"甲萘醌亞硫酸氫鈉 (維生素K3) Menadione Sodium Bisulfite (Vitamin K3)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素K3 之總含量不得高於500 μg。","限於補充食品 中不足之營養 素時使用。"
148,,"苯磷硫胺 Benfotiamine (BenzoylthiamineMonophosphate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B1 之總含量不得高於50 mg。","限於補充食品 中不足之營養 素時使用。"
149,,"二硫苯甲醯硫胺 Bisbentiamine (Benzoylthiamine Disulfide)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B1 之總含量不得高於50 mg。","限於補充食品 中不足之營養 素時使用。"
150,,"雙硫丁異胺 Bisibuthiamine","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B1 之總含量不得高於50 mg。","限於補充食品 中不足之營養 素時使用。"
151,,"硝酸二硫胺 Bisthiamine Nitrate (Thiamine Disulfide Nitrate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B1 之總含量不得高於50 mg。","限於補充食品 中不足之營養 素時使用。"
152,,"焦磷酸硫胺 Co-Carboxylase (Thiamine Pyrophosphate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B1 之總含量不得高於50 mg。","限於補充食品 中不足之營養 素時使用。"
153,,"環硫胺 Cycothiamine","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B1 之總含量不得高於50 mg。","限於補充食品 中不足之營養 素時使用。"
154,,"鹽酸基硫胺 Dicethiamine Hydrochloride","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B1 之總含量不得高於50 mg。","限於補充食品 中不足之營養 素時使用。"
155,,"呋喃硫胺 Fursultiamine","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B1 之總含量不得高於50 mg。","限於補充食品 中不足之營養 素時使用。"
156,,"鹽酸呋喃硫胺 Fursultiamine Hydrochloride","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B1 之總含量不得高於50 mg。","限於補充食品 中不足之營養 素時使用。"
157,,"硫辛酸硫胺 Octotiamine","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B1 之總含量不得高於50 mg。","限於補充食品 中不足之營養 素時使用。"
158,,"丙硫硫胺 Prosultiamine","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B1 之總含量不得高於50 mg。","限於補充食品 中不足之營養 素時使用。"
159,,"原硫胺 Prothiamine","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B1 之總含量不得高於50 mg。","限於補充食品 中不足之營養 素時使用。"
160,,"硫胺素十六烷基硫酸鹽 Thiamine Dicetylsulfate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B1 之總含量不得高於50 mg。","限於補充食品 中不足之營養 素時使用。"
161,,"二硫化硫胺 Thiamine Disulfide","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B1 之總含量不得高於50 mg。","限於補充食品 中不足之營養 素時使用。"
162,,"核黃素磷酸 Riboflavin Phosphate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B2 之總含量不得高於100 mg。","限於補充食品 中不足之營養 素時使用。"
163,,"核黃素四丁酸酯 Riboflavin Tetrabutyrate (Riboflavin Butyrate)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B2 之總含量不得高於100 mg。","限於補充食品 中不足之營養 素時使用。"
164,,"d-泛醇 d-Panthenol","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其泛酸之總 含量不得高於500 mg。","限於補充食品 中不足之營養 素時使用。"
165,,"dl-泛醇 dl-Panthenol","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其泛酸之總 含量不得高於500 mg。","限於補充食品 中不足之營養 素時使用。"
166,,"吡哆醛 Pyridoxal","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B6 之總含量不得高於80 mg。","限於補充食品 中不足之營養 素時使用。"
167,,"吡哆醛鹽酸鹽 Pyridoxal Hydrochloride","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B6 之總含量不得高於80 mg。","限於補充食品 中不足之營養 素時使用。"
168,,"吡哆醛磷酸鈣 Pyridoxal-5- Phosphate (Calcium Salt)","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B6 之總含量不得高於80 mg。","限於補充食品 中不足之營養 素時使用。"
169,,"磷酸吡哆醛 Pyridoxal Phosphate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B6 之總含量不得高於80 mg。","限於補充食品 中不足之營養 素時使用。"
170,,"吡哆醛磷酸鈉 Pyridoxal Phosphate Sodium","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B6 之總含量不得高於80 mg。","限於補充食品 中不足之營養 素時使用。"
171,,"吡哆醇 Pyridoxine","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B6 之總含量不得高於80 mg。","限於補充食品 中不足之營養 素時使用。"
172,,"吡哆醇-5-磷酸Pyridoxine-5- Phosphate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B6 之總含量不得高於80 mg。","限於補充食品 中不足之營養 素時使用。"
173,,"吡哆胺 Pyridoxamine","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B6 之總含量不得高於80 mg。","限於補充食品 中不足之營養 素時使用。"
174,,"吡哆胺-5-磷酸 Pyridoxamine-5- Phosphate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B6 之總含量不得高於80 mg。","限於補充食品 中不足之營養 素時使用。"
175,,"羥鈷胺 Hydroxocobalamin","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B12之總含量不得高於1000 μg。","限於補充食品 中不足之營養 素時使用。"
176,,"醋酸羥鈷胺 Hydroxocobalamin Acetate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B12之總含量不得高於1000 μg。","限於補充食品 中不足之營養 素時使用。"
177,,"鹽酸羥鈷胺 Hydroxocobalamin Hydrochloride","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B12之總含量不得高於1000 μg。","限於補充食品 中不足之營養 素時使用。"
178,,"甲鈷胺(甲基鈷胺) Mecobalamin/ Methylcobalamin","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素B12之總含量不得高於1000 μg。","限於補充食品 中不足之營養 素時使用。"
179,,"抗壞血酸鎂 Magnesium Ascorbate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其維生素C之總含量不得高於1000 mg。","限於補充食品 中不足之營養 素時使用。"
180,,"抗壞血酸菸鹼醯胺 Niacinamide Ascorbate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其菸鹼素之 總含量不得高於100 mg N.E.。","限於補充食品 中不足之營養 素時使用。"
181,,"抗壞血酸鉀 Potassium Ascorbate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其鉀之總含 量不得高於80 mg。","限於補充食品 中不足之營養 素時使用。"
182,,"硼酸 Boracic Acid/ Orthoboric Acid","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其硼之總含 量不得高於700 μg。","限於補充食品 中不足之營養 素時使用。"
183,,"天門冬胺酸硼 Boron Aspartate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其硼之總含 量不得高於700 μg。","限於補充食品 中不足之營養 素時使用。"
184,,"檸檬酸硼 Boron Citrate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其硼之總含 量不得高於700 μg。","限於補充食品 中不足之營養 素時使用。"
185,,"甘胺酸硼 Boron Glycinate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其硼之總含 量不得高於700 μg。","限於補充食品 中不足之營養 素時使用。"
186,,"硼酸鈣/焦硼酸鈣/四硼酸鈣 Calcium Borate/ Calcium Pyroborate/ Calcium Tetraborate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其硼之總含 量不得高於700 μg。","限於補充食品 中不足之營養 素時使用。"
187,,"硼葡萄糖酸鈣 Calcium Borogluconate/ Calcium Diborogluconate","形態屬膠囊狀、錠狀且標示有每日食用限 量之食品，在每日食用量中，其硼之總含 量不得高於700 μg。","限於補充食品 中不足之營養 素時使用。"
